年度,科目,題號,題目
112,自然,42,42.圖(二十六)、圖(二十七)兩種連接方式皆為甲、乙兩個燈泡並聯，小明與阿華皆認為圖(二十七)的接法，燈泡甲較不會因為線路故障而不亮，以下為兩人的解釋：小明：若燈泡乙的燈絲燒斷，在圖(二十六)中會使得燈泡甲不亮，而在圖(二十七)圖(二十六)圖(二十七)中燈泡甲仍會發亮。阿華：若導線丙、丁其中一條斷裂，在圖(二十六)中會使得燈泡甲不亮，而在圖(二十七)中燈泡甲仍會發亮。關於兩人的解釋是否合理？(A)兩人皆合理(B)兩人皆不合理(C)只有小明合理(D)只有阿華合理
112,自然,43,43.若壯壯跟安安兩人對於早餐飲品的需求為：壯壯：我想要攝取較多的胺基酸。安安：我要減少攝取糖。則根據營養比較表，在攝取相同容量飲品的情況下，推論兩人的選擇，下列何者最合理？(A)兩人皆宜選擇牛奶(B)兩人皆宜選擇燕麥奶(C)壯壯選擇牛奶，安安選擇燕麥奶(D)壯壯選擇燕麥奶，安安選擇牛奶
112,自然,44,44.根據本文，若只考量碳排放對於環境的影響，在相同的碳排放量下，推論下列何種飲品生產的量最多？(A)牛奶(B)米漿(C)燕麥奶(D)杏仁奶
112,自然,45,45.根據本文第一段的資訊，下列有關C的敘述，何者最合理？p(A)風力發電機葉片轉動的速率愈快，C值會愈大p(B)風力發電機葉片轉動的速率愈快，C值會愈小p(C)風力發電機葉片由風力獲得能量的比例愈高，C值會愈大p(D)風力發電機葉片由風力獲得能量的比例愈高，C值會愈小
112,自然,46,46.根據圖(三十)，假設原始的風速v為10m/s，通過發電機後，最後的風速v為多12少時，會接近最大的C值？p(A)0(B)3.3m/s(C)5.9m/s(D)10m/s
112,自然,47,47.阿洋提出以下觀點：清水浸泡洗滌方法中，不用添加物比使用添加物的洗滌效果好清水直接沖洗比各種浸泡洗滌方法的效果好根據本文，關於阿洋的觀點，下列敘述何者合理？(A)比較乙、丙的結果，可知觀點不恰當(B)比較乙、丁的結果，可知觀點不恰當(C)比較甲、戊的結果，可知觀點不恰當(D)比較乙、戊的結果，可知觀點不恰當
112,自然,48,48.根據本文，「前處理」最可能為下列何者？(A)所有小白菜皆不浸泡農藥(B)所有小白菜浸泡相同濃度的同一種農藥(C)小白菜分別浸泡相同濃度的不同種農藥(D)小白菜分別浸泡不同濃度的同一種農藥
112,自然,49,49.根據本文，圖(三十一)中模擬地震參數所得到的結果，與下列何種資料所呈現的特性最直接相關？(A)地震強度(B)地震規模(C)地震的位置(D)斷層的類型
112,自然,50,50.根據本文，當模擬的地震參數固定時，可利用圖(三十二)來說明下列何者？(A)當岩層越厚時，可能會有較高的土壤液化潛勢(B)當砂土層越厚時，可能會有較高的土壤液化潛勢(C)當地下水位越高時，可能會有較高的土壤液化潛勢(D)當地層組成以砂土為主時，可能會有較高的土壤液化潛勢
113,國文,1,1.這則粉絲專頁貼文的用意，最可能是下列何者？(A)徵求粉絲專頁新小編(B)預告直播促銷的期程(C)暗示秋刀魚產季將近(D)宣布調漲秋刀魚價格
113,國文,2,2.下列文句，何者用字完全正確？(A)那張字畫的真跡被竊後，至今不知所衷(B)他只知言襲前人作法，完全不懂得變通(C)你去失誤招領處詢問，也許能找回錢包(D)樹欲靜而風不止，為人子女盡孝要及時
113,國文,3,3.下列文句中的謙詞，何者使用最恰當？(A)足球賽後，亞軍隊伍向冠軍隊伍道賀：「承讓了，恭喜！」(B)同樂會時，班長自告奮勇：「如果大家不嫌棄，我就獻醜了。」(C)主席在會議的結語：「感謝各位提供的淺見，我們會審慎評估。」(D)對宴會的主人說：「謝謝你準備的薄酌，讓大家吃得非常滿足。」
113,國文,4,4.某些問卷使用了否定詞，受訪者有時不易理解內容，感到混淆。根據下列問卷題目，阿寶的立場與其選擇相符的是哪一個？問卷題目阿寶的立場阿寶的選擇(A)您是否同意廢除最低工資的設立？最低工資要受到保障同意(B)您是否同意禁止種植基因改造植物？反對基因改造同意您是否同意政府不應全面禁止動物人類福祉應優先於(C)不同意實驗？其他動物您是否同意政府不可為了國家建設而(D)不想多繳稅不同意
113,國文,5,5.右側是某書店開幕的廣告文案。根據內容，下列敘述何者錯誤？(A)融合節慶的元素(B)邀請民眾蒞店同樂(C)說明終身學習的重要(D)點出書店開幕日晚上營業
113,國文,6,6.下列詞語中的「落」字，何者與「月落星沉」的「落」字意義相同？(A)下「落」不明(B)草木疏「落」(C)丟三「落」四(D)水「落」石出
113,國文,7,7.「人生，其實像一條從寬闊的平原走進森林的路。在平原上同伴可以結夥而行，歡樂地前推後擠、相濡以沫。一旦進入森林，草叢和荊棘擋路，情形就變了，各人專心走各人的路，尋找各人的方向。」這段文字的觀點與下列何者相去最遠？(A)人生總有坎坷，不會永遠是平順坦途(B)不論結伴或是獨行，皆應樂觀面對人生(C)天下無不散的筵席，朋友總有分離的時候(D)人的選擇不同，每個人都得自己去創造未來
113,國文,8,8.下列文句「」中的字，何者讀音正確？(A)在賣場集滿點數就可「兌」換商品：ㄩㄝˋ(B)一望無「垠」的海面上漂流著幾艘小船：ㄍㄣ(C)這場音樂會的門票開賣不久就售「罄」：ㄑㄧㄥˋ(D)櫃檯上的花瓶插了一束紫色的「桔」梗花：ㄓㄜˊ
113,國文,9,9.「由國家出資的遠征計畫，經費較高，卻少有重大發現。官方的主事者常攜帶大批補給裝備，而非輕裝簡從。且受制於政治考量，無法自行選拔合適的成員。反觀私人支持的遠征隊較能達成目標，主事者專心致志，可主導成員的挑選，每個人都有擅長的領域。」根據本文，私人支持的遠征隊較能達成目標的原因不包含下列何者？(A)政治考量較少(B)補給裝備較多(C)主事者權限較大(D)計畫成員較專業
113,國文,10,10.〈瑯琊臺刻石〉是秦代的篆刻文字，其特點在於：用筆圓轉，結構勻稱，筆畫粗細均勻。根據字體特徵，下列何者最可能是〈瑯琊臺刻石〉？11.下列各項比賽優勝的獎牌題辭，何者搭配最恰當？比賽項目題辭(A)演說妙筆生花(B)作文新鶯出谷(C)書法鐵畫銀鉤(D)歌唱口若懸河
113,國文,11,11.下列各項比賽優勝的獎牌題辭，何者搭配最恰當？比賽項目題辭(A)演說妙筆生花(B)作文新鶯出谷(C)書法鐵畫銀鉤(D)歌唱口若懸河
113,國文,12,12.「老農家貧在山住，耕種山田三四畝。苗疏稅多不得食，輸入官倉化為土。歲暮鋤犁傍空室，呼兒登山收橡實。西江賈客珠百斛，船中養犬長食肉。」關於這首詩的說明，下列敘述何者最恰當？(A)就形式而言，是一首七言律詩(B)就類別而言，是一首山居躬耕的閒適詩(C)就內涵而言，描繪農民於繁重稅賦下艱困的生活(D)就技巧而言，以農家與商賈對比，凸顯人情的可貴
113,國文,13,13.「遺忘就像舞臺打燈後的暗處，漆黑越大片，就越能凸顯光照的明亮。遺忘幫我們揀選人生最值得珍惜的過往片段。因此，遺忘是無須哀悼的，忘的越多，就越應該把眼光投向光照的所在，那才是值得留戀的人事代謝。」下列何者最接近本文作者的觀點？(A)生命中的人事代謝無須遺忘(B)遺忘如同舞臺上光照的所在(C)不被遺忘的事物才最值得珍惜(D)遺忘越多越能看見人生光明面
113,國文,14,14.「玉慘花愁出鳳城，蓮花樓下柳青青。尊前一唱〈陽關曲〉，別個人人第五程？尋好夢，夢難成。有誰知我此時情？枕前淚共階前雨，隔個窗兒滴到明。」關於這闋詞的分析，下列敘述何者錯誤？(A)首句情景交融，「慘」、「愁」二字點出別情(B)下闋首句點出「我」為了追尋理想而遠離佳人(C)末尾二句暗示「我」滿懷離情別緒，一夜未眠(D)上闋描寫分別時的情景，下闋描寫別後的思情
113,國文,15,15.「溝通包含了三要素：內容、語調、非語言行為。若某人說話時的語調、手勢、表情，和他所說的內容不一致或情境模糊時，人們比較容易受到語調和非語言行為的影響。」下列情境，何者最符合這段文字的內容？(A)說話用字過度簡潔，會讓人覺得沒有禮貌(B)同樣的內容，由嚴肅的老師說出來比較具有說服力(C)朋友收到禮物時臭著臉說「謝謝」，會覺得他其實並不開心(D)聽廣播時，因看不到主持人的表情、手勢，無法判斷內容的真實性
113,國文,16,16.下列文句中的詞語，何者使用最恰當？(A)飲食應注重營養均衡，五穀不分才健康(B)這房子經歷風災依然堅固，真是不愧屋漏(C)使用儀器以蠡測海後，他終於得到準確數據(D)對於行將就木之人，世間的一切已無須牽掛
113,國文,17,17.下列選項中的文字，旨在強調求學必須先立定志向。依據文意判斷，何者斷句最恰當？(A)夫學者之欲至於聖賢猶射者，之求中夫正鵠也。不以聖賢為準的而學者是，不立正鵠而射者也。(B)夫學者之欲至於聖賢，猶射者之求中夫正鵠也。不以聖賢為準的而學者，是不立正鵠而射者也。(C)夫學者之欲，至於聖賢猶射者之求中。夫正鵠也，不以聖賢為準的，而學者是不立正鵠而射者也。(D)夫學者之欲至，於聖賢猶射者之求。中夫正鵠也不以聖賢為準，的而學者是
113,國文,18,18.漢靈帝時，陳留蔡邕，以數上書陳奏，忤上旨意，又內寵惡之，慮不免，乃亡命江海，遠跡吳郡。吳有燒桐以爨者，邕聞火烈聲，曰：「此良材1也。」因請之，削之以琴，果有美音。而其尾焦，因名「焦尾琴」。根據這則故事，下列敘述何者最恰當？(A)焦尾琴因蔡邕識材而製成1.爨：音ㄘㄨㄢˋ，升火煮食(B)吳人向來以燒桐製琴聞名(C)焦尾琴製成後經火烤而音色優美(D)蔡邕因忤逆上意而遭流放至吳郡
113,國文,19,19.「蝸以涎見覓，蟬以聲見黏，螢以光見獲。故愛身者，不貴赫赫之名。」這句話的涵義與下列何者最接近？(A)人過留名，雁過留聲(B)所榮者善行，所恥者惡名(C)名不可簡而成，譽不可巧而立(D)樹大招風風損樹，人為名高傷喪身
113,國文,20,20.在象形字上附加符號表示抽象概念，是指事的造字方法之一。下列何者屬於這種造字方法？21.鞠武〈報燕太子丹書〉曰：「臣聞快於意者虧於行，甘於心者傷於性。今太子欲滅悁悁之恥，除久久之恨，此實臣所當糜軀碎首而不避也。私以為智者不冀僥1倖以要功，明者不苟從志以順心。事必成，然後舉；身必安，而後行。故發無失舉之尤，動無蹉跌之愧也。太子貴匹夫之勇，信一劍之任，而欲望功，臣以2為疏。」關於這段文字的寫作分析，下列敘述何者最恰當？(A)分析個中利害關係，鼓勵太子須建功立業(B)採取先抑後揚筆法，肯定太子能獨當一面1.悁悁：憤怒(C)以工整句式加強文氣，勸諫太子應謀定而後動2.蹉跌：失誤(D)列舉前人失敗的事例，提醒太子不宜心存僥倖
113,國文,21,21.鞠武〈報燕太子丹書〉曰：「臣聞快於意者虧於行，甘於心者傷於性。今太子欲滅悁悁之恥，除久久之恨，此實臣所當糜軀碎首而不避也。私以為智者不冀僥1倖以要功，明者不苟從志以順心。事必成，然後舉；身必安，而後行。故發無失舉之尤，動無蹉跌之愧也。太子貴匹夫之勇，信一劍之任，而欲望功，臣以2為疏。」關於這段文字的寫作分析，下列敘述何者最恰當？(A)分析個中利害關係，鼓勵太子須建功立業(B)採取先抑後揚筆法，肯定太子能獨當一面1.悁悁：憤怒(C)以工整句式加強文氣，勸諫太子應謀定而後動2.蹉跌：失誤(D)列舉前人失敗的事例，提醒太子不宜心存僥倖
113,國文,22,22.賈人某，至直隸界，忽大雨雹，伏禾中。聞空中云：「此張不量田，勿傷其稼。」天霽，他田偃壞，張田獨無恙。蓋張氏積粟甚富，每春間貧民皆就貸焉。償時多寡不較，悉納之，未嘗執概取盈，故鄉人名之「不量」。根據本文，「張田獨無恙」的原因最可能是下列何者？(A)張氏行善積德，得到護佑(B)貧民虔誠祈願，感動上天(C)張氏田產甚多無法丈量，看不出損失(D)賈人福澤深厚，連帶使張田倖免於難
113,國文,23,23.目前因鰲鼓溼地水位升高，使黑面琵鷺棲息處距離賞鳥亭長達300多公尺。往年低水位時，會浮出大片沙洲，黑面琵鷺棲息在賞鳥亭前約50公尺處。今年若要觀賞牠們，務必攜帶高倍望遠鏡。賞鳥期從11月1日到明年2月18日，期間逢假日8時至16時將實施管制，進入溼地的車輛從原本可自由進出南、北閘門，改為北閘門進，南閘門出。根據本文，下列關於鰲鼓溼地賞鳥的敘述，何者最恰當？(A)水位越低時，越需要使用高倍望遠鏡觀察(B)黑面琵鷺的棲地會隨著賞鳥亭的位置改變(C)賞鳥期間進入溼地的車輛全天候均須管制(D)非假日到溼地賞鳥，車輛可從南閘門進入
